text_number	file_name	file_path	segment_start	segment_end	segment_text
a03-011	a03-011.png	/042/a03-011.png	1610	1787	the uncommitted countries and even to work out common
a03-011	a03-011.png	/042/a03-011.png	1787	1956	stands on various problems facing those nations. Two
a03-011	a03-011.png	/042/a03-011.png	1956	2129	subjects, the Congo and Algeria, are the main topics
a03-011	a03-011.png	/042/a03-011.png	2140	2309	of the talks in Belgrade - and on both the two
b01-113	b01-113.png	/093/b01-113.png	710	899	ONLY a man wrapped in the impenetrable cocoon of what he regards
b01-113	b01-113.png	/093/b01-113.png	899	1074	as a divine mission could have spoken of apartheid as ”a
b01-113	b01-113.png	/093/b01-113.png	1074	1251	policy of good neighbourliness.” We may be sure that
b01-113	b01-113.png	/093/b01-113.png	1251	1425	he is not being hypocritical. That is what he
b01-113	b01-113.png	/093/b01-113.png	1425	1607	really believes. A good neighbour to those Africans
b01-113	b01-113.png	/093/b01-113.png	1607	1788	who, under apartheid, will be forced back to
b01-113	b01-113.png	/093/b01-113.png	1788	1968	their tribal reserves with no prospect but a
b01-113	b01-113.png	/093/b01-113.png	1990	2145	cramped and primitive existence.
b01-118	b01-118.png	/093/b01-118.png	699	896	A good neighbour to those Africans who will con-
b01-118	b01-118.png	/093/b01-118.png	896	1069	tinue to live as hewers of wood and drawers of
b01-118	b01-118.png	/093/b01-118.png	1069	1250	water in the white areas of South Africa, without rights
b01-118	b01-118.png	/093/b01-118.png	1250	1429	and without hope.  THE same sort of good neighbour
b01-118	b01-118.png	/093/b01-118.png	1429	1608	that he proved to be to the Jews fleeing from
b01-118	b01-118.png	/093/b01-118.png	1608	1789	Hitler in the thirties. It was Dr. Verwoerd who
b01-118	b01-118.png	/093/b01-118.png	1789	1970	led a protest against admitting any of them
b01-118	b01-118.png	/093/b01-118.png	1970	2150	because they would ”defile” the national
b01-118	b01-118.png	/093/b01-118.png	2168	2314	white stock.
b01-122	b01-122.png	/093/b01-122.png	697	894	It is impossible to make contact with Dr. Ver-
b01-122	b01-122.png	/093/b01-122.png	894	1072	woerd in his nightmare world. It is this that
b01-122	b01-122.png	/093/b01-122.png	1072	1251	makes illusory any hopes that he may be in-
b01-122	b01-122.png	/093/b01-122.png	1251	1429	fluenced to change course. The Archbishop of
b01-122	b01-122.png	/093/b01-122.png	1429	1607	Capetown, Dr. Joost de Blank, has pleaded that
b01-122	b01-122.png	/093/b01-122.png	1607	1788	South Africa should be allowed to stay in the
b01-122	b01-122.png	/093/b01-122.png	1788	1965	Commonwealth. Otherwise, he says, those inside the
b01-122	b01-122.png	/093/b01-122.png	1965	2148	country who still oppose apartheid will be
b01-122	b01-122.png	/093/b01-122.png	2148	2326	left even more isolated and alone.
b03-087	b03-087.png	/102/b03-087.png	692	849	The notification he envisages must be given at least two days before the
b03-087	b03-087.png	/102/b03-087.png	870	1030	agreement is signed. To this there will be some opposition. The Bill is
b03-087	b03-087.png	/102/b03-087.png	1049	1208	short and modest in scope, and it is doubtful whether the other Private
b03-087	b03-087.png	/102/b03-087.png	1226	1390	Members’ Bills in the offing will fill all the gaps. This fact may give
b03-087	b03-087.png	/102/b03-087.png	1406	1568	the Government an extra excuse for counselling patience until the
b03-087	b03-087.png	/102/b03-087.png	1586	1738	next report from the Molony committee.
b03-092	b03-092.png	/102/b03-092.png	691	850	Comprehensive legislation is obviously preferable. They should not,
b03-092	b03-092.png	/102/b03-092.png	868	1030	however, disdain this opportunity of obtaining a useful sample of
b03-092	b03-092.png	/102/b03-092.png	1048	1209	parliamentary opinion by at least allowing these Bills a fair run.
b03-092	b03-092.png	/102/b03-092.png	1226	1388	Centigrade v. Fahrenheit. The fight is on. The challenger has behind
b03-092	b03-092.png	/102/b03-092.png	1404	1564	it not only the authority of the SECRETARY of STATE for AIR
b03-092	b03-092.png	/102/b03-092.png	1584	1747	but also the backing of the DIRECTOR GENERAL of the Meteoro-
b03-092	b03-092.png	/102/b03-092.png	1781	1899	logical Office.
a02-086	a02-086.png	/036/a02-086.png	681	855	”Against this background must be taken Mr.
a02-086	a02-086.png	/036/a02-086.png	861	1036	Kaunda’s repeated statements that all he is
a02-086	a02-086.png	/036/a02-086.png	1047	1218	doing is in the name of non-violence,” said
a02-086	a02-086.png	/036/a02-086.png	1224	1396	Sir Roy. ”I am now compelled to say that
a02-086	a02-086.png	/036/a02-086.png	1399	1575	I don’t accept his good faith.” He said
a02-086	a02-086.png	/036/a02-086.png	1579	1751	Mr. Kaunda must know that his statements
a02-086	a02-086.png	/036/a02-086.png	1758	1931	had stimulated violence, but he had done
a02-086	a02-086.png	/036/a02-086.png	1945	2105	nothing to stop it.
c04-089	c04-089.png	/166/c04-089.png	776	943	Now along comes his solo disc, featuring two of his own
c04-089	c04-089.png	/166/c04-089.png	953	1123	compositions, ”Deerstalker” and ”Almost Grown Up.” VERDICT:
c04-089	c04-089.png	/166/c04-089.png	1133	1299	Mr. Lisbon has it taped. And tacked. And he says: ”Just as well
c04-089	c04-089.png	/166/c04-089.png	1315	1477	I had only one box of tacks - it might have been so
c04-089	c04-089.png	/166/c04-089.png	1489	1659	different....” More news from the ivory-thumping dept....
c04-089	c04-089.png	/166/c04-089.png	1672	1840	Russ Conway, who has tinkled his way to fame on an old 2pianna,
c04-089	c04-089.png	/166/c04-089.png	1850	2016	comes in with another of his own works: ”Parade of the
c04-089	c04-089.png	/166/c04-089.png	2036	2188	Poppets” (Columbia).
c04-098	c04-098.png	/166/c04-098.png	725	900	But not one of his nimble-fingered best. GERMANY’S Russ
c04-098	c04-098.png	/166/c04-098.png	906	1079	Conway is a pianist who calls himself CRAZY OTTO. But
c04-098	c04-098.png	/166/c04-098.png	1091	1257	nothing crazy about his pianistics. He pounds merrily away
c04-098	c04-098.png	/166/c04-098.png	1257	1437	at a piece called” Piccadilly” (Polydor). I find it cute.
c04-098	c04-098.png	/166/c04-098.png	1442	1617	American pianist Floyd Cramer, who played for Elvis on ”It’s
c04-098	c04-098.png	/166/c04-098.png	1624	1796	Now or Never,” looks like having a success on his own with
c04-098	c04-098.png	/166/c04-098.png	1803	1966	”On the Rebound” (RCA).
f04-093	f04-093.png	/193/f04-093.png	714	894	At Clapham Junction a ticket-collector
f04-093	f04-093.png	/193/f04-093.png	894	1077	was able to identify a photograph of the
f04-093	f04-093.png	/193/f04-093.png	1077	1254	girl, and he said he had last seen her
f04-093	f04-093.png	/193/f04-093.png	1259	1434	on platform six waiting to board
f04-093	f04-093.png	/193/f04-093.png	1434	1610	a train for the short run to Victoria.
f04-093	f04-093.png	/193/f04-093.png	1611	1794	A passenger at Victoria said he had seen
f04-093	f04-093.png	/193/f04-093.png	1800	1969	a young lady ”as near as possible”
f04-093	f04-093.png	/193/f04-093.png	1969	2155	like the photograph shown him, with
f04-093	f04-093.png	/193/f04-093.png	2156	2326	a man very close in conversation and
f04-093	f04-093.png	/193/f04-093.png	2336	2501	walking arm in arm.”
f04-100	f04-100.png	/193/f04-100.png	709	888	Medical evidence established that Mary
f04-100	f04-100.png	/193/f04-100.png	898	1073	Money had been dead for about an
f04-100	f04-100.png	/193/f04-100.png	1074	1246	hour before her body was discovered,
f04-100	f04-100.png	/193/f04-100.png	1246	1429	and this matched reasonably well with
f04-100	f04-100.png	/193/f04-100.png	1429	1614	the timetable of the train in question.
f04-100	f04-100.png	/193/f04-100.png	1618	1789	More important evidence came from a
f04-100	f04-100.png	/193/f04-100.png	1789	1972	signalman at Purley Oaks, who had
f04-100	f04-100.png	/193/f04-100.png	1972	2150	seen, as the train passed his box, a
f04-100	f04-100.png	/193/f04-100.png	2150	2334	couple struggling in a first-class
f04-100	f04-100.png	/193/f04-100.png	2334	2509	compartment; but he seemed to have
f04-100	f04-100.png	/193/f04-100.png	2522	2697	been used to seeing couples engaged in
f04-096	f04-096.png	/193/f04-096.png	770	947	A guard reported that at East Croydon
f04-096	f04-096.png	/193/f04-096.png	955	1130	he had seen what was accepted as the
f04-096	f04-096.png	/193/f04-096.png	1130	1312	same couple sitting close together in
f04-096	f04-096.png	/193/f04-096.png	1312	1484	a first-class compartment of the
f04-096	f04-096.png	/193/f04-096.png	1486	1668	train from London Bridge of which
f04-096	f04-096.png	/193/f04-096.png	1670	1850	he was in charge. The two could
f04-096	f04-096.png	/193/f04-096.png	1850	2027	have joined this train by taking
f04-096	f04-096.png	/193/f04-096.png	2027	2203	one from Victoria and changing
f04-096	f04-096.png	/193/f04-096.png	2203	2377	at East Croydon. He also believed
f04-096	f04-096.png	/193/f04-096.png	2377	2562	that they had still been together at
f04-096	f04-096.png	/193/f04-096.png	2562	2742	South Croydon, and he remembered
d04-081	d04-081.png	/193/d04-081.png	698	891	Ben Zoma said: ”The days of 1thy life
d04-081	d04-081.png	/193/d04-081.png	891	1070	means in the day-time; all the days of
d04-081	d04-081.png	/193/d04-081.png	1070	1244	1thy life means even at night-time.”
d04-081	d04-081.png	/193/d04-081.png	1244	1426	(Berochoth.) And the Rabbis thought
d04-081	d04-081.png	/193/d04-081.png	1428	1602	it important that when we read the
d04-081	d04-081.png	/193/d04-081.png	1602	1784	Shmah ”to be willing to hear,” we
d04-081	d04-081.png	/193/d04-081.png	1784	1960	should remember the Great
d04-081	d04-081.png	/193/d04-081.png	1969	2145	Deliverance: Passover and its connection
d04-081	d04-081.png	/193/d04-081.png	2145	2328	with the fringes (the tsitsits).
b06-064	b06-064.png	/133/b06-064.png	684	858	Powerful units have stood firm.
b06-064	b06-064.png	/133/b06-064.png	870	1042	In unions where the central issues
b06-064	b06-064.png	/133/b06-064.png	1042	1218	were confused, clear policy details -
b06-064	b06-064.png	/133/b06-064.png	1224	1398	as on bases - were decisively carried.
b06-064	b06-064.png	/133/b06-064.png	1398	1569	This, and the numbers of active
b06-064	b06-064.png	/133/b06-064.png	1576	1751	workers who are beginning to understand
b06-064	b06-064.png	/133/b06-064.png	1757	1935	how and why the trick was done,
b06-064	b06-064.png	/133/b06-064.png	1946	2127	provides a strong, immediate basis
b06-064	b06-064.png	/133/b06-064.png	2139	2310	for a campaign against weak and
b06-064	b06-064.png	/133/b06-064.png	2310	2485	doubtful positions, and for a consistent
b06-064	b06-064.png	/133/b06-064.png	2489	2657	peace policy.
b06-100	b06-100.png	/133/b06-100.png	865	1049	The heli-hopping Duke of Edinburgh,
b06-100	b06-100.png	/133/b06-100.png	1050	1229	opening a few technical college extensions,
b06-100	b06-100.png	/133/b06-100.png	1238	1405	will not keep us abreast of the
b06-100	b06-100.png	/133/b06-100.png	1405	1586	scientific revolution. Out of the 550,000
b06-100	b06-100.png	/133/b06-100.png	1594	1770	young people aged 15-17 starting
b06-100	b06-100.png	/133/b06-100.png	1770	1949	work in 1960 420,000 (73 per cent)
b06-100	b06-100.png	/133/b06-100.png	1949	2128	went into unskilled work. The per-
b06-100	b06-100.png	/133/b06-100.png	2128	2305	centage is expected to swell to 80
b06-100	b06-100.png	/133/b06-100.png	2305	2484	next year. The Duke, possibly
b06-100	b06-100.png	/133/b06-100.png	2491	2668	speaking from experience, stated:
c06-043	c06-043.png	/133/c06-043.png	685	868	And he suffered an alcoholic
c06-043	c06-043.png	/133/c06-043.png	871	1047	seizure and was gravely ill in
c06-043	c06-043.png	/133/c06-043.png	1047	1233	hospital with a diabetic and heart
c06-043	c06-043.png	/133/c06-043.png	1233	1417	condition. His return to Dublin was
c06-043	c06-043.png	/133/c06-043.png	1417	1607	heralded by the announcement that
c06-043	c06-043.png	/133/c06-043.png	1607	1797	he was “off the gargle - a retired
c06-043	c06-043.png	/133/c06-043.png	1797	1975	alcoholic.” Since then he has been
c06-043	c06-043.png	/133/c06-043.png	1975	2157	heard of often in the newspapers -
c06-043	c06-043.png	/133/c06-043.png	2157	2339	three times up before the beaks for
c06-043	c06-043.png	/133/c06-043.png	2339	2530	drunk and disorderly conduct.
c06-080	c06-080.png	/133/c06-080.png	882	1060	The performance of our talented
c06-080	c06-080.png	/133/c06-080.png	1061	1239	feathered friend is not the only
c06-080	c06-080.png	/133/c06-080.png	1245	1427	good thing (although the one original
c06-080	c06-080.png	/133/c06-080.png	1427	1607	touch) in the film, which is better-
c06-080	c06-080.png	/133/c06-080.png	1611	1792	than-average glossy comedy, Hollywood-
c06-080	c06-080.png	/133/c06-080.png	1792	1974	styled, European set. Most of it has
c06-080	c06-080.png	/133/c06-080.png	1974	2153	been shot in and around the
c06-080	c06-080.png	/133/c06-080.png	2153	2337	sunterrace of the Hotel Splendido (renamed
c06-080	c06-080.png	/133/c06-080.png	2337	2510	the Dolce Vista for the picture) in
c06-080	c06-080.png	/133/c06-080.png	2510	2691	Portofino - and if there’s a better view
c06-116	c06-116.png	/133/c06-116.png	693	872	Susan Hayward plays the wife sharply
c06-116	c06-116.png	/133/c06-116.png	872	1050	and sweetly. Mason is always good for
c06-116	c06-116.png	/133/c06-116.png	1050	1226	a glower. And Miss Newmar is a
c06-116	c06-116.png	/133/c06-116.png	1228	1404	stunner in every sense of the word.
c06-116	c06-116.png	/133/c06-116.png	1407	1586	According to the script she was once
c06-116	c06-116.png	/133/c06-116.png	1587	1763	captain of the junior hockey team at
c06-116	c06-116.png	/133/c06-116.png	1770	1940	her school. So help me so was I.
c06-116	c06-116.png	/133/c06-116.png	1940	2128	IL GRIDO (The Cry) - Paris Pullman -
c06-116	c06-116.png	/133/c06-116.png	2130	2308	is an earlier essay in atmospheric
c06-116	c06-116.png	/133/c06-116.png	2310	2486	meandering by the L’Avventura man,
c06-116	c06-116.png	/133/c06-116.png	2486	2658	Michelangelo Antonioni.
b05-032	b05-032.png	/116/b05-032.png	865	1058	The travellers from the New World who had
b05-032	b05-032.png	/116/b05-032.png	1068	1235	been in Britain many times before, were
b05-032	b05-032.png	/116/b05-032.png	1235	1416	slightly stunned. Afterwards they said: ”We thought
b05-032	b05-032.png	/116/b05-032.png	1421	1592	we knew it all, but you Britishers never run
b05-032	b05-032.png	/116/b05-032.png	1603	1764	out of unturned stones.”
b05-032	b05-032.png	/116/b05-032.png	1765	1951	To the British Travel Association, doing their excellent
b05-032	b05-032.png	/116/b05-032.png	1951	2127	darndest, I offer these sad complexities. IN the 1830’s
b05-032	b05-032.png	/116/b05-032.png	2130	2310	the Luddites took sledge-hammers to their looms and
b05-032	b05-032.png	/116/b05-032.png	2319	2487	many a good trade unionist since then has, in the
b05-032	b05-032.png	/116/b05-032.png	2491	2663	hope of improving the lot of his fellow workers, taken
c04-066	c04-066.png	/163/c04-066.png	718	895	HOW do you get on records? Well, you’ve got
c04-066	c04-066.png	/163/c04-066.png	895	1078	to have something different. Sing slightly flat.
c04-066	c04-066.png	/163/c04-066.png	1079	1260	All the good singers sing in tune. Twang a guitar
c04-066	c04-066.png	/163/c04-066.png	1260	1434	slightly off key. Everybody’s fed up with the
c04-066	c04-066.png	/163/c04-066.png	1434	1612	right way - so the best-seller charts say. Play
c04-066	c04-066.png	/163/c04-066.png	1614	1782	an OLD 2pianna instead of a new one. You got to
c04-066	c04-066.png	/163/c04-066.png	1795	1971	get it into your head, son... people
c04-066	c04-066.png	/163/c04-066.png	1973	2147	don’t like things as they should be - not on
c04-066	c04-066.png	/163/c04-066.png	2170	2322	record, anyway.
c04-061	c04-061.png	/163/c04-061.png	736	894	Carole Shelley as the newly-wed and Larry Noble
c04-061	c04-061.png	/163/c04-061.png	919	1073	as Smiler Perkins were the most laughable. They
c04-061	c04-061.png	/163/c04-061.png	1101	1253	alone used a sharp edge to their humour and cut
c04-061	c04-061.png	/163/c04-061.png	1275	1433	through the gormless standing corn around them. Perhaps
c04-061	c04-061.png	/163/c04-061.png	1458	1609	it was accidental - I hope not. If ever a bag of
c04-061	c04-061.png	/163/c04-061.png	1635	1793	humour needed a thorough shaking up the Whitehall
c04-061	c04-061.png	/163/c04-061.png	1820	1967	farce is it when it comes to television.
d01-098	d01-098.png	/180/d01-098.png	678	849	The edge of this sheet was attached to a wooden dowel
d01-098	d01-098.png	/180/d01-098.png	855	1028	and the sheet wound round this central pin. The roll made
d01-098	d01-098.png	/180/d01-098.png	1040	1208	a simple and serviceable book. It was robust - the number
d01-098	d01-098.png	/180/d01-098.png	1217	1386	which have survived the centuries is ample evidence of
d01-098	d01-098.png	/180/d01-098.png	1391	1567	this - and it was easily stored. It had two disadvantages. It
d01-098	d01-098.png	/180/d01-098.png	1574	1747	was generally a single-sided form of book, and it was not
d01-098	d01-098.png	/180/d01-098.png	1753	1925	an easy form of book in which to find a
d01-098	d01-098.png	/180/d01-098.png	1955	2094	reference.
d01-104	d01-104.png	/180/d01-104.png	855	1029	This last objection might have had some weight in
d01-104	d01-104.png	/180/d01-104.png	1029	1209	ecclesiastical circles. In his Natural History, 13.11-12,
d01-104	d01-104.png	/180/d01-104.png	1209	1386	the elder Pliny tells of the use of papyrus in roll-making.
d01-104	d01-104.png	/180/d01-104.png	1388	1565	As Pliny was killed in the eruption of Vesuvius which
d01-104	d01-104.png	/180/d01-104.png	1569	1745	overwhelmed Herculaneum and Pompeii in A.D. 79, his
d01-104	d01-104.png	/180/d01-104.png	1746	1922	information is contemporaneous with the New Testament.
d01-104	d01-104.png	/180/d01-104.png	1932	2103	The other form of book was the codex. In this the
d01-104	d01-104.png	/180/d01-104.png	2121	2277	sheets were bound together down one edge much as
d04-058	d04-058.png	/190/d04-058.png	688	852	And you serve Mammon and God. And you cannot serve
d04-058	d04-058.png	/190/d04-058.png	870	1030	two masters, and you worship self-interest, isolating
d04-058	d04-058.png	/190/d04-058.png	1050	1213	yourself, under such conditions the goods are your gods.
d04-058	d04-058.png	/190/d04-058.png	1223	1390	”And then the Lord’s wrath be kindled against you, and he
d04-058	d04-058.png	/190/d04-058.png	1407	1566	shut up the heavens, that there is no rain, and that the land
d04-058	d04-058.png	/190/d04-058.png	1587	1749	yield not her fruit and lest lye perish quickly from off the
d04-058	d04-058.png	/190/d04-058.png	1767	1927	good land which the Lord lgiveth you.”
d04-062	d04-062.png	/190/d04-062.png	693	854	For without the vision to serve the Lord your God with all
d04-062	d04-062.png	/190/d04-062.png	872	1036	your heart and with all your soul and with all your might
d04-062	d04-062.png	/190/d04-062.png	1053	1216	the problem of life cannot be solved. ”Therefore shall lye lay
d04-062	d04-062.png	/190/d04-062.png	1234	1394	up these my words in your heart and in your soul.” The text
d04-062	d04-062.png	/190/d04-062.png	1412	1573	adds and in your soul, searching your soul.
a02-082	a02-082.png	/035/a02-082.png	694	855	He cited cases in which hundreds of UNIP supporters
a02-082	a02-082.png	/035/a02-082.png	876	1035	had been arrested or convicted since last year on
a02-082	a02-082.png	/035/a02-082.png	1053	1216	charges of creating disturbances. During the first
a02-082	a02-082.png	/035/a02-082.png	1229	1391	three weeks of the present trouble 287 incidents
a02-082	a02-082.png	/035/a02-082.png	1410	1572	had been reported in Northern Rhodesia. More
a02-082	a02-082.png	/035/a02-082.png	1588	1753	than 500 people - 167 of them members of
a02-082	a02-082.png	/035/a02-082.png	1767	1931	the UNIP - were convicted last month in the
a02-082	a02-082.png	/035/a02-082.png	1950	2100	northern province alone.
a06-036	a06-036.png	/071/a06-036.png	621	823	The small rocket craft, for destroying big
a06-036	a06-036.png	/071/a06-036.png	823	1000	ships, are controlled automatically, even
a06-036	a06-036.png	/071/a06-036.png	1000	1181	to the preparations for launching their
a06-036	a06-036.png	/071/a06-036.png	1181	1357	rockets. Applauding on the river banks at
a06-036	a06-036.png	/071/a06-036.png	1357	1527	Leningrad were thousands now told that in
a06-036	a06-036.png	/071/a06-036.png	1527	1712	20 years they will have free food, housing, light,
a06-036	a06-036.png	/071/a06-036.png	1712	1883	heat, transport and medical treatment - all
a06-036	a06-036.png	/071/a06-036.png	1883	2072	for a working week of 34 to 36 hours.
a03-066	a03-066.png	/056/a03-066.png	692	879	Mr. Thorneycroft’s main purpose will be to
a03-066	a03-066.png	/056/a03-066.png	879	1055	remove these doubts, and to persuade the
a03-066	a03-066.png	/056/a03-066.png	1055	1234	Federal Government that the financial burden
a03-066	a03-066.png	/056/a03-066.png	1234	1415	involved is really worth while, at a time when
a03-066	a03-066.png	/056/a03-066.png	1415	1595	any increase in budgetary commitments
a03-066	a03-066.png	/056/a03-066.png	1595	1775	would almost certainly involve a corresponding
a03-066	a03-066.png	/056/a03-066.png	1775	1953	rise in taxation - something no one is prepared
a03-066	a03-066.png	/056/a03-066.png	1953	2133	to contemplate in an election year.
b04-096	b04-096.png	/110/b04-096.png	664	874	Under the Labour Government 18.1 per cent of the
b04-096	b04-096.png	/110/b04-096.png	874	1050	national income was spent on social services. The
b04-096	b04-096.png	/110/b04-096.png	1050	1227	present figure is 19.5 per cent. There are many
b04-096	b04-096.png	/110/b04-096.png	1227	1403	worthwhile targets for the Opposition. What a pity
b04-096	b04-096.png	/110/b04-096.png	1403	1586	to aim at the wrong one! MRS. MARCIA POWER,
b04-096	b04-096.png	/110/b04-096.png	1586	1764	whose husband made her clean his uniform, wins
b04-096	b04-096.png	/110/b04-096.png	1764	1951	a divorce. The judge says she had to act almost
b04-096	b04-096.png	/110/b04-096.png	1975	2115	as a serf.
b04-089	b04-089.png	/110/b04-089.png	644	870	Who are they? The trade union officials of Britain.
b04-089	b04-089.png	/110/b04-089.png	870	1046	Men who earn only a fraction of what their
b04-089	b04-089.png	/110/b04-089.png	1046	1224	talents and responsibilities could bring in the open
b04-089	b04-089.png	/110/b04-089.png	1224	1404	labour market. The unions are fortunate indeed to
b04-089	b04-089.png	/110/b04-089.png	1404	1589	find dedicated leaders at cut-rate prices. But it is
b04-089	b04-089.png	/110/b04-089.png	1589	1763	time the members decided to pay up and be good
b04-089	b04-089.png	/110/b04-089.png	1763	1953	employers. THE Labour Party says that the Tory
b04-089	b04-089.png	/110/b04-089.png	1953	2132	Government is destroying the social services.
b04-081	b04-081.png	/110/b04-081.png	625	810	Why not follow Lord Russell’s lead today?
b04-081	b04-081.png	/110/b04-081.png	810	985	Head for the parks to enjoy the sun. Not in
b04-081	b04-081.png	/110/b04-081.png	985	1167	a foolish cause, but in a glorious one. Good health!
b04-081	b04-081.png	/110/b04-081.png	1184	1347	THIS group of men, says a report, work on average
b04-081	b04-081.png	/110/b04-081.png	1353	1520	between 55 and 60 hours a week. They also put
b04-081	b04-081.png	/110/b04-081.png	1540	1699	in an extra two or three evenings. And they never
b04-103	b04-103.png	/110/b04-103.png	670	867	Up and down the country husbands will be saying
b04-103	b04-103.png	/110/b04-103.png	867	1047	they would never behave like that. But do they ever
b04-103	b04-103.png	/110/b04-103.png	1047	1224	ponder how their gardening tools are mysteriously
b04-103	b04-103.png	/110/b04-103.png	1224	1405	returned to the shed; their books tidied; and often,
b04-103	b04-103.png	/110/b04-103.png	1405	1583	even their shoes cleaned? How wonderful if they
b04-103	b04-103.png	/110/b04-103.png	1583	1761	showed their appreciation this morning with a surprise
b04-103	b04-103.png	/110/b04-103.png	1761	1946	box of chocolates or a bunch of flowers!
d04-071	d04-071.png	/192/d04-071.png	651	847	And we will nail the Divine Law on the
d04-071	d04-071.png	/192/d04-071.png	847	1024	door posts of the house and upon the gates.
d04-071	d04-071.png	/192/d04-071.png	1024	1203	”That your days may be multiplied and the
d04-071	d04-071.png	/192/d04-071.png	1203	1382	days of your children in the land, which
d04-071	d04-071.png	/192/d04-071.png	1382	1559	the Lord swear unto your father to give them,
d04-071	d04-071.png	/192/d04-071.png	1559	1739	as days of HEAVEN ON EARTH” That
d04-071	d04-071.png	/192/d04-071.png	1739	1922	means the Kingdom of Messianic Righteousness
d04-071	d04-071.png	/192/d04-071.png	1922	2099	(Talmud Sanh. 99A).
d04-075	d04-075.png	/192/d04-075.png	1033	1208	The Messusah, which is nailed on the doorposts
d04-075	d04-075.png	/192/d04-075.png	1208	1382	contains those two lessons. The third lesson
d04-075	d04-075.png	/192/d04-075.png	1382	1562	of the Shmah (Numbers 15, 37-41) is
d04-075	d04-075.png	/192/d04-075.png	1562	1746	called ”the going-out of the land of
d04-075	d04-075.png	/192/d04-075.png	1746	1923	Egypt”. It starts with the story of the fringes
d04-075	d04-075.png	/192/d04-075.png	1923	2104	the ”tsitsits”. This lesson used to be read
d04-075	d04-075.png	/192/d04-075.png	2104	2283	only in the morning. And the Talmud tells a
d04-075	d04-075.png	/192/d04-075.png	2283	2460	story, which is also in the Hagadah that
d04-075	d04-075.png	/192/d04-075.png	2460	2647	Rabbi Eleasar ben Assarja said, ”I am
c01-009	c01-009.png	/135/c01-009.png	864	1068	The production by Bill Duncalf
c01-009	c01-009.png	/135/c01-009.png	1069	1249	compressed a long and sometimes rambling
c01-009	c01-009.png	/135/c01-009.png	1255	1420	story into a concentrated comprehensive
c01-009	c01-009.png	/135/c01-009.png	1420	1596	survey of a life work. P. J. K. HANS WERNER
c01-009	c01-009.png	/135/c01-009.png	1596	1788	HENZE’S ”Elegy for Young Lovers” is the first
c01-009	c01-009.png	/135/c01-009.png	1788	1959	unambiguously ”contemporary” work to be
c01-009	c01-009.png	/135/c01-009.png	1959	2139	admitted to the Glyndebourne canon. By no
c01-009	c01-009.png	/135/c01-009.png	2143	2321	means a masterpiece, it is in many respects
c01-009	c01-009.png	/135/c01-009.png	2326	2500	a representative modern work and the composer
c01-009	c01-009.png	/135/c01-009.png	2500	2682	is a highly skilled manipulator of contemporary
c01-014	c01-014.png	/135/c01-014.png	867	1071	The libretto, by W. H. Auden and Chester Kallman,
c01-014	c01-014.png	/135/c01-014.png	1071	1252	is largely a satire on the petty court
c01-014	c01-014.png	/135/c01-014.png	1252	1429	surrounding an ageing poet, whose deeply
c01-014	c01-014.png	/135/c01-014.png	1429	1605	egocentric character leads him to sacrifice
c01-014	c01-014.png	/135/c01-014.png	1605	1782	everything to his need of inspiration. Henze
c01-014	c01-014.png	/135/c01-014.png	1782	1956	obtains his musical characterisation by means
c01-014	c01-014.png	/135/c01-014.png	1956	2138	of individual instrumental timbres and ”personal”
c01-014	c01-014.png	/135/c01-014.png	2138	2313	intervals, and the result is often less delineation
c01-014	c01-014.png	/135/c01-014.png	2313	2494	of character than caricature. This is also the chief,
c01-014	c01-014.png	/135/c01-014.png	2494	2678	or at least the most successfully executed trait
b05-079	b05-079.png	/120/b05-079.png	661	850	This concept of slavery included Britain.
b05-079	b05-079.png	/120/b05-079.png	850	1030	General Brauchitsch signed a directive
b05-079	b05-079.png	/120/b05-079.png	1030	1205	ordering that after the successful
b05-079	b05-079.png	/120/b05-079.png	1205	1385	invasion of our islands all the ”able-bodied
b05-079	b05-079.png	/120/b05-079.png	1396	1573	male population between the ages of
b05-079	b05-079.png	/120/b05-079.png	1573	1746	seventeen and forty-five will, unless the
b05-079	b05-079.png	/120/b05-079.png	1746	1921	local situation calls for an exceptional
b05-079	b05-079.png	/120/b05-079.png	1925	2099	ruling, be interned and dispatched to the
b05-079	b05-079.png	/120/b05-079.png	2099	2274	Continent.” The Baltic States were
b05-079	b05-079.png	/120/b05-079.png	2284	2456	to have been our destination.
d06-020	d06-020.png	/173/d06-020.png	740	913	In Gethsemane He prayed that the cup
d06-020	d06-020.png	/173/d06-020.png	921	1092	should pass from Him. Jesus shows us
d06-020	d06-020.png	/173/d06-020.png	1092	1272	the way to face life. To see all the latent
d06-020	d06-020.png	/173/d06-020.png	1272	1457	frightening possibilities and yet by facing
d06-020	d06-020.png	/173/d06-020.png	1457	1629	them and knowing God is with us and
d06-020	d06-020.png	/173/d06-020.png	1629	1808	that, with Him, there is nothing that can
d06-020	d06-020.png	/173/d06-020.png	1808	1990	finally defeat us. More than that, that God
d06-020	d06-020.png	/173/d06-020.png	1992	2169	has something important to do with our
d06-020	d06-020.png	/173/d06-020.png	2169	2350	lives and that the nearer we get to Him,
d06-020	d06-020.png	/173/d06-020.png	2358	2526	the stronger we become.
d06-008	d06-008.png	/173/d06-008.png	731	907	To ridicule them only pushes them farther
d06-008	d06-008.png	/173/d06-008.png	914	1086	into themselves, so that they become
